0,1
What is 8052 plus 8198?,16250
What is 79 plus 21?,100
What is 9371 plus 7752?,17123
What is 31 plus 20?,51
What is 8710 plus 8748?,17458
What is 23 plus 35?,58
What is 846 plus 419?,1265
What is 54207 plus 94731?,148938
What is 406 plus 459?,865
What is 459 plus 178?,637
What is 20906 plus 95108?,116014
What is 3738 plus 2120?,5858
What is 1051 plus 1301?,2352
What is 3224 plus 3292?,6516
What is 4269 plus 5839?,10108
What is 19 plus 64?,83
What is 98048 plus 28284?,126332
What is 8086 plus 8832?,16918
What is 52437 plus 32202?,84639
What is 8014 plus 1930?,9944
What is 206 plus 951?,1157
What is 379 plus 226?,605
What is 74148 plus 83315?,157463
What is 12 plus 24?,36
What is 71 plus 90?,161
What is 1278 plus 6499?,7777
What is 3637 plus 4589?,8226
What is 654 plus 990?,1644
What is 42 plus 85?,127
What is 76 plus 65?,141
What is 742 plus 560?,1302
What is 72435 plus 56160?,128595
What is 14528 plus 95052?,109580
What is 77 plus 40?,117
What is 39 plus 67?,106
What is 152 plus 877?,1029
What is 6779 plus 7151?,13930
What is 267 plus 974?,1241
What is 427 plus 617?,1044
What is 4250 plus 5743?,9993
What is 61481 plus 30806?,92287
What is 326 plus 660?,986
What is 566 plus 688?,1254
What is 7060 plus 5837?,12897
What is 8877 plus 7008?,15885
What is 66 plus 65?,131
What is 24769 plus 37829?,62598
What is 8206 plus 4334?,12540
What is 91 plus 24?,115
What is 590 plus 946?,1536
What is 757 plus 224?,981
What is 49 plus 91?,140
What is 36 plus 17?,53
What is 915 plus 968?,1883
What is 84 plus 68?,152
What is 119 plus 615?,734
What is 8797 plus 7212?,16009
What is 366 plus 785?,1151
What is 569 plus 681?,1250
What is 605 plus 879?,1484
What is 41 plus 17?,58
What is 7698 plus 8542?,16240
What is 5473 plus 8839?,14312
What is 8243 plus 3467?,11710
What is 939 plus 765?,1704
What is 53653 plus 99120?,152773
What is 558 plus 539?,1097
What is 354 plus 348?,702
What is 46971 plus 35267?,82238
What is 1453 plus 5004?,6457
What is 54584 plus 94030?,148614
What is 237 plus 100?,337
What is 3627 plus 2470?,6097
What is 56 plus 28?,84
What is 2137 plus 2952?,5089
What is 71 plus 32?,103
What is 71373 plus 73712?,145085
What is 70222 plus 25896?,96118
What is 31184 plus 50950?,82134
What is 39 plus 43?,82
What is 11303 plus 79030?,90333
What is 3820 plus 6072?,9892
What is 91901 plus 48632?,140533
What is 598 plus 278?,876
What is 78854 plus 95449?,174303
What is 5032 plus 4979?,10011
What is 10538 plus 79867?,90405
What is 36590 plus 18974?,55564
What is 90941 plus 14911?,105852
What is 7369 plus 4155?,11524
What is 34 plus 49?,83
What is 43501 plus 64699?,108200
What is 249 plus 791?,1040
What is 9516 plus 1537?,11053
What is 53096 plus 59258?,112354
What is 48 plus 52?,100
What is 8408 plus 2012?,10420
What is 88 plus 88?,176
What is 521 plus 270?,791
What is 8881 plus 1774?,10655
What is 9384 plus 1353?,10737
What is 3137 plus 5569?,8706
What is 753 plus 876?,1629
What is 30 plus 77?,107
What is 9547 plus 6015?,15562
What is 87475 plus 56839?,144314
What is 7475 plus 9283?,16758
What is 28321 plus 95758?,124079
What is 18 plus 65?,83
What is 88 plus 65?,153
What is 5379 plus 9918?,15297
What is 11638 plus 78172?,89810
What is 63 plus 33?,96
What is 9220 plus 4774?,13994
What is 2936 plus 6538?,9474
What is 955 plus 321?,1276
What is 2949 plus 7541?,10490
What is 1994 plus 1035?,3029
What is 122 plus 945?,1067
What is 220 plus 495?,715
What is 84 plus 63?,147
What is 517 plus 352?,869
What is 267 plus 298?,565
What is 73143 plus 61403?,134546
What is 63277 plus 90717?,153994
What is 96398 plus 25036?,121434
What is 3992 plus 5254?,9246
What is 915 plus 693?,1608
What is 23 plus 95?,118
What is 5450 plus 7462?,12912
What is 19904 plus 51703?,71607
What is 291 plus 558?,849
What is 88 plus 19?,107
What is 189 plus 384?,573
What is 8572 plus 7065?,15637
What is 94168 plus 93612?,187780
What is 6078 plus 5820?,11898
What is 656 plus 457?,1113
What is 46 plus 27?,73
What is 16 plus 27?,43
What is 2190 plus 6028?,8218
What is 608 plus 467?,1075
What is 526 plus 346?,872
What is 5496 plus 7161?,12657
What is 804 plus 376?,1180
What is 40 plus 91?,131
What is 9614 plus 7110?,16724
What is 85 plus 99?,184
What is 8602 plus 8397?,16999
What is 2175 plus 2584?,4759
What is 6087 plus 3683?,9770
What is 6534 plus 3148?,9682
What is 25 plus 66?,91
What is 7678 plus 1334?,9012
What is 5363 plus 2897?,8260
What is 30227 plus 64210?,94437
What is 7240 plus 5528?,12768
What is 3547 plus 1935?,5482
What is 2591 plus 6223?,8814
What is 334 plus 439?,773
What is 7345 plus 8423?,15768
What is 13927 plus 23074?,37001
What is 32 plus 42?,74
What is 71197 plus 82336?,153533
What is 595 plus 822?,1417
What is 816 plus 649?,1465
What is 712 plus 483?,1195
What is 514 plus 333?,847
What is 35852 plus 93265?,129117
What is 29822 plus 81921?,111743
What is 91653 plus 93910?,185563
What is 82875 plus 17367?,100242
What is 690 plus 280?,970
What is 6456 plus 4473?,10929
What is 347 plus 929?,1276
What is 76035 plus 12753?,88788
What is 7849 plus 9738?,17587
What is 372 plus 132?,504
What is 4692 plus 5932?,10624
What is 84318 plus 38733?,123051
What is 338 plus 128?,466
What is 74 plus 24?,98
What is 799 plus 498?,1297
What is 334 plus 878?,1212
What is 46 plus 27?,73
What is 4515 plus 9944?,14459
What is 52 plus 34?,86
What is 17603 plus 60435?,78038
What is 32 plus 12?,44
What is 60 plus 19?,79
What is 67508 plus 84482?,151990
What is 991 plus 950?,1941
What is 63178 plus 42704?,105882
What is 50 plus 29?,79
What is 15687 plus 52981?,68668
What is 18 plus 10?,28
What is 925 plus 923?,1848
What is 4712 plus 1734?,6446
What is 35803 plus 63351?,99154
What is 94785 plus 53804?,148589
What is 9132 plus 8692?,17824
What is 58460 plus 26332?,84792
What is 222 plus 162?,384
What is 17 plus 14?,31
What is 92 plus 95?,187
What is 85196 plus 36111?,121307
What is 248 plus 179?,427
What is 68 plus 72?,140
What is 32 plus 18?,50
What is 99 plus 41?,140
What is 4881 plus 7790?,12671
What is 5590 plus 5920?,11510
What is 23 plus 20?,43
What is 73800 plus 95584?,169384
What is 10318 plus 50240?,60558
What is 13 plus 80?,93
What is 42271 plus 59048?,101319
What is 943 plus 241?,1184
What is 9928 plus 5018?,14946
What is 1978 plus 3651?,5629
What is 54654 plus 95382?,150036
What is 1798 plus 1442?,3240
What is 2652 plus 5009?,7661
What is 83220 plus 66801?,150021
What is 10854 plus 44548?,55402
What is 514 plus 986?,1500
What is 21765 plus 25760?,47525
What is 84834 plus 26533?,111367
What is 21 plus 10?,31
What is 97 plus 72?,169
What is 94608 plus 90140?,184748
What is 94 plus 20?,114
What is 26 plus 69?,95
What is 29833 plus 72786?,102619
What is 721 plus 711?,1432
What is 30 plus 34?,64
What is 28 plus 81?,109
What is 123 plus 528?,651
What is 901 plus 797?,1698
What is 3240 plus 2415?,5655
What is 928 plus 140?,1068
What is 89 plus 98?,187
What is 77 plus 60?,137
What is 6142 plus 8560?,14702
